name,url
Alam,https://storage.googleapis.com/categories_url/alam.jpeg
Seni Budaya,https://storage.googleapis.com/categories_url/seni-budaya.jpeg
Sejarah,https://storage.googleapis.com/categories_url/sejarah.jpeg
